number,word,example
6190.0,tedious,Filling out these tax forms is incredibly tedious; I wish there were a simpler way.
6190.0,tedious,The lecture was so tedious that I struggled to stay awake.
6190.0,tedious,He found the task of sorting the files alphabetically to be quite tedious and time-consuming.
6190.0,tedious,"After a while, the constant repetition of the same exercises became tedious, and I lost motivation."
6190.0,tedious,"Although necessary, proofreading my own writing can sometimes be a tedious but important part of the editing process."
6191.0,campaigner,"As a tireless campaigner for animal rights, she dedicated her life to rescuing abused animals and advocating for stricter laws."
6191.0,campaigner,The local campaigner organized a community meeting to discuss the proposed development and its potential impact on the neighborhood.
6191.0,campaigner,"He started as a grassroots campaigner, but his passionate speeches quickly gained national attention."
6191.0,campaigner,"Despite facing numerous setbacks, the environmental campaigner remained determined to protect the endangered forest from logging."
6191.0,campaigner,The veteran campaigner advised the younger activists on effective strategies for mobilizing public support and influencing policy makers.
6192.0,flip,I need to flip the laundry over to the dryer before it gets wrinkled.
6192.0,flip,He decided to flip his investment property for a quick profit.
6192.0,flip,"She nervously began to flip through the pages of the magazine, avoiding eye contact."
6192.0,flip,"With a flick of his wrist, the magician made the coin flip into the air."
6192.0,flip,Don't flip out! We can figure out a solution to this problem together.
6193.0,handout,The professor gave us a handout with all the key formulas for the exam.
6193.0,handout,I picked up a handout at the conference booth describing their new software features.
6193.0,handout,"Before the presentation, please make sure everyone receives a handout outlining the agenda."
6193.0,handout,"Instead of taking detailed notes, just listen and refer to the handout later."
6193.0,handout,Are you looking for the job application form? It's the last handout on the table near the entrance.
6194.0,outing,The company organized a team-building outing to the local amusement park.
6194.0,outing,"We're planning a family outing to the beach next weekend, weather permitting."
6194.0,outing,"After a stressful week at work, a quiet evening outing to the cinema was just what I needed."
6194.0,outing,The politician's unexpected outing with the controversial lobbyist raised many eyebrows.
6194.0,outing,The birdwatching club scheduled an outing to the wetlands to observe migratory species.
6195.0,gargle,The doctor told me to gargle with warm salt water three times a day to soothe my sore throat.
6195.0,gargle,"After accidentally swallowing some pool water, I felt the need to gargle to get rid of the chlorine taste."
6195.0,gargle,She learned to gargle properly by tilting her head back and making a bubbling sound in her throat.
6195.0,gargle,"He grabbed the mouthwash and started to gargle loudly, much to the annoyance of his roommate."
6195.0,gargle,"For singers, it's often recommended to gargle with apple cider vinegar to clear the vocal cords."
6196.0,detergent,I need to buy some more laundry detergent; we're almost out.
6196.0,detergent,This stain is really stubborn; I might need to try using a stronger detergent.
6196.0,detergent,"Be careful not to use too much detergent in the dishwasher, or you'll end up with soapy dishes."
6196.0,detergent,The cleaning crew uses a special detergent designed to disinfect and sanitize the hospital floors.
6196.0,detergent,Many people are switching to eco-friendly detergents to reduce their impact on the environment.
6197.0,giggle,The children couldn't help but giggle when the clown's nose fell off.
6197.0,giggle,"Sarah tried to maintain a serious face during the presentation, but she couldn't suppress a nervous giggle."
6197.0,giggle,"His silly jokes always manage to elicit a giggle from her, no matter how bad they are."
6197.0,giggle,"Hearing the inside joke, the friends exchanged knowing glances and a quiet giggle."
6197.0,giggle,"Even though it was a serious situation, the absurdity of it all made her giggle uncontrollably."
6198.0,superstition,Many people dismiss the idea of Friday the 13th as just a silly superstition.
6198.0,superstition,"I don't believe in superstition, but I still knock on wood sometimes."
6198.0,superstition,"The old woman warned us against walking under ladders, calling it a dangerous superstition."
6198.0,superstition,Breaking a mirror is considered a bad luck superstition in several cultures.
6198.0,superstition,"Despite scientific advancements, superstition continues to influence decision-making in various parts of the world."
6199.0,groom,He spends a lot of time in the mornings to groom his hair and make sure he looks presentable.
6199.0,groom,The horse needs to be groomed regularly to keep its coat healthy and shiny.
6199.0,groom,The hotel offers a package where they groom your dog while you enjoy your stay.
6199.0,groom,It's important to groom your child to be a responsible and respectful member of society.
6199.0,groom,The candidate tried to groom his image by appearing on several talk shows and emphasizing his humble beginnings.
6200.0,horseshoe,The blacksmith expertly hammered the red-hot horseshoe into the perfect shape for the horse's hoof.
6200.0,horseshoe,"We found an old horseshoe in the field, and my grandfather said it would bring us good luck if we hung it above the doorway."
6200.0,horseshoe,"The horseshoe crab scuttled sideways along the sandy beach, leaving a strange trail in its wake."
6200.0,horseshoe,"He was participating in a horseshoe tournament at the county fair, hoping to win the coveted blue ribbon."
